user_id,timestamp,ip_address,location,event_type,file_name,success,anomaly
user_012,2025-07-13 09:36:38.800662,192.168.2.10,"Tokyo, Japan",file_access,Client_List.csv,True,False
user_012,2025-07-13 09:37:09.800662,192.168.2.10,"Tokyo, Japan",file_access,Client_List.csv,True,False
user_021,2025-07-13 09:38:04.800662,172.20.0.79,"Sydney, Australia",email_send,,True,False
user_039,2025-07-13 09:39:00.800662,10.1.1.136,"Mumbai, India",logout,,True,False
user_015,2025-07-13 09:40:00.800662,192.168.1.135,"New York, USA",login,,True,False
user_010,2025-07-13 09:40:04.800662,192.168.2.37,"Tokyo, Japan",logout,,True,False
user_005,2025-07-13 09:40:31.800662,10.1.1.67,"Mumbai, India",login,,True,False
user_035,2025-07-13 09:41:04.800662,192.168.1.108,"New York, USA",file_access,Financial_Report.xlsx,True,False
user_033,2025-07-13 09:41:40.800662,192.168.1.208,"New York, USA",email_send,,True,False
user_027,2025-07-13 09:43:11.800662,10.1.1.137,"Mumbai, India",file_access,Financial_Report.xlsx,True,False
user_019,2025-07-13 09:44:15.800662,172.20.0.97,"Sydney, Australia",login,,False,False
user_041,2025-07-13 09:44:40.800662,172.20.0.164,"Sydney, Australia",login,,False,False
user_014,2025-07-13 09:45:12.800662,172.20.0.45,"Sydney, Australia",file_access,Secret_Project.txt,True,False
user_013,2025-07-13 09:46:20.800662,192.168.2.140,"Tokyo, Japan",login,,False,False
user_017,2025-07-13 09:46:39.800662,172.16.0.14,"Berlin, Germany",email_send,,True,False
user_007,2025-07-13 09:47:02.800662,192.168.2.141,"Tokyo, Japan",email_send,,True,False
user_001,2025-07-13 09:47:17.800662,10.0.0.200,"London, UK",logout,,True,False
user_024,2025-07-13 09:49:08.800662,10.1.1.7,"Mumbai, India",logout,,True,False
user_026,2025-07-13 09:49:37.800662,172.16.0.104,"Berlin, Germany",login,,True,False
user_009,2025-07-13 09:50:28.800662,10.1.1.28,"Mumbai, India",logout,,True,False
user_026,2025-07-13 09:51:08.800662,172.16.0.56,"Berlin, Germany",login,,True,False
user_044,2025-07-13 09:52:02.800662,192.168.2.84,"Tokyo, Japan",login,,True,False
user_023,2025-07-13 09:52:06.800662,192.168.1.242,"New York, USA",logout,,True,False
user_034,2025-07-13 09:52:25.800662,192.168.1.90,"New York, USA",file_access,Client_List.csv,True,False
user_043,2025-07-13 09:53:01.800662,10.1.1.33,"Mumbai, India",login,,True,False
user_021,2025-07-13 09:53:53.800662,172.20.0.91,"Sydney, Australia",logout,,True,False
user_036,2025-07-13 09:55:20.800662,192.168.1.220,"New York, USA",login,,True,False
user_005,2025-07-13 09:55:48.800662,10.1.1.217,"Mumbai, India",login,,True,False
user_029,2025-07-13 09:56:10.800662,192.168.1.51,"New York, USA",file_access,Budget_2025.xlsx,True,False
user_042,2025-07-13 09:57:01.800662,10.0.0.68,"London, UK",email_send,,True,False
user_008,2025-07-13 09:57:25.800662,10.1.1.183,"Mumbai, India",login,,True,False
user_040,2025-07-13 09:59:55.800662,10.0.0.222,"London, UK",logout,,True,False
user_038,2025-07-13 10:00:10.800662,172.20.0.229,"Sydney, Australia",email_send,,True,False
user_013,2025-07-13 10:00:46.800662,192.168.2.157,"Tokyo, Japan",email_send,,True,False
user_005,2025-07-13 10:01:17.800662,10.1.1.136,"Mumbai, India",logout,,True,False
user_017,2025-07-13 10:01:52.800662,172.16.0.182,"Berlin, Germany",file_access,Client_List.csv,True,False
user_029,2025-07-13 10:02:00.800662,192.168.1.237,"New York, USA",logout,,True,False
user_049,2025-07-13 10:03:39.800662,10.1.1.121,"Mumbai, India",file_access,Project_Plan.docx,True,False
user_022,2025-07-13 10:04:41.800662,172.20.0.41,"Sydney, Australia",email_send,,True,False
user_042,2025-07-13 10:05:09.800662,10.0.0.28,"London, UK",login,,True,False
user_020,2025-07-13 10:05:26.800662,192.168.2.178,"Tokyo, Japan",login,,True,False
user_008,2025-07-13 10:06:14.800662,10.1.1.240,"Mumbai, India",file_access,Project_Plan.docx,True,False
user_011,2025-07-13 10:08:32.800662,10.1.1.141,"Mumbai, India",file_access,Client_List.csv,True,False
user_045,2025-07-13 10:10:38.800662,172.20.0.36,"Sydney, Australia",login,,False,False
user_031,2025-07-13 10:10:40.800662,10.0.0.143,"London, UK",email_send,,True,False
user_012,2025-07-13 10:11:13.800662,192.168.2.119,"Tokyo, Japan",file_access,Client_List.csv,True,False
user_046,2025-07-13 10:12:56.800662,192.168.2.65,"Tokyo, Japan",file_access,Financial_Report.xlsx,True,False
user_026,2025-07-13 10:13:17.800662,172.16.0.96,"Berlin, Germany",login,,True,False
user_036,2025-07-13 10:13:18.800662,192.168.1.158,"New York, USA",file_access,Client_List.csv,True,False
user_003,2025-07-13 10:13:43.800662,192.168.2.188,"Tokyo, Japan",login,,False,False
user_005,2025-07-13 10:15:58.800662,10.1.1.83,"Mumbai, India",email_send,,True,False
user_042,2025-07-13 10:16:11.800662,10.0.0.44,"London, UK",email_send,,True,False
user_024,2025-07-13 10:16:33.800662,10.1.1.165,"Mumbai, India",logout,,True,False
user_017,2025-07-13 10:16:48.800662,172.16.0.67,"Berlin, Germany",file_access,HR_Policies.pdf,True,False
user_019,2025-07-13 10:17:02.800662,172.20.0.235,"Sydney, Australia",logout,,True,False
user_046,2025-07-13 10:17:11.800662,192.168.2.30,"Tokyo, Japan",file_access,Secret_Project.txt,True,False
user_027,2025-07-13 10:17:17.800662,10.1.1.220,"Mumbai, India",email_send,,True,False
user_040,2025-07-13 10:17:52.800662,10.0.0.138,"London, UK",email_send,,True,False
user_049,2025-07-13 10:18:12.800662,10.1.1.113,"Mumbai, India",file_access,Financial_Report.xlsx,True,False
user_033,2025-07-13 10:19:27.800662,192.168.1.212,"New York, USA",logout,,True,False
user_005,2025-07-13 10:21:05.800662,10.1.1.166,"Mumbai, India",email_send,,True,False
user_015,2025-07-13 10:22:01.800662,192.168.1.52,"New York, USA",email_send,,True,False
user_002,2025-07-13 10:22:05.800662,192.168.1.229,"New York, USA",login,,True,False
user_029,2025-07-13 10:22:36.800662,192.168.1.112,"New York, USA",file_access,Project_Plan.docx,True,False
user_023,2025-07-13 10:22:54.800662,192.168.1.121,"New York, USA",file_access,Client_List.csv,True,False
user_003,2025-07-13 10:23:06.800662,192.168.2.162,"Tokyo, Japan",file_access,Secret_Project.txt,True,False
user_001,2025-07-13 10:23:39.800662,10.0.0.147,"London, UK",logout,,True,False
user_005,2025-07-13 10:24:04.800662,10.1.1.32,"Mumbai, India",email_send,,True,False
user_028,2025-07-13 10:24:22.800662,10.1.1.55,"Mumbai, India",logout,,True,False
user_043,2025-07-13 10:25:56.800662,10.1.1.30,"Mumbai, India",file_access,Financial_Report.xlsx,True,False
user_027,2025-07-13 10:26:07.800662,10.1.1.21,"Mumbai, India",logout,,True,False
user_036,2025-07-13 10:27:23.800662,192.168.1.143,"New York, USA",file_access,HR_Policies.pdf,True,False
user_049,2025-07-13 10:27:45.800662,10.1.1.165,"Mumbai, India",logout,,True,False
user_003,2025-07-13 10:27:48.800662,192.168.2.92,"Tokyo, Japan",login,,True,False
user_035,2025-07-13 10:28:03.800662,192.168.1.72,"New York, USA",login,,True,False
user_037,2025-07-13 10:28:08.800662,172.20.0.97,"Sydney, Australia",login,,True,False
user_036,2025-07-13 10:28:42.800662,192.168.1.68,"New York, USA",email_send,,True,False
user_040,2025-07-13 10:29:06.800662,10.0.0.4,"London, UK",login,,True,False
user_029,2025-07-13 10:30:07.800662,192.168.1.138,"New York, USA",login,,True,False
user_023,2025-07-13 10:32:00.800662,192.168.1.82,"New York, USA",logout,,True,False
user_031,2025-07-13 10:32:03.800662,10.0.0.30,"London, UK",logout,,True,False
user_041,2025-07-13 10:32:19.800662,172.20.0.127,"Sydney, Australia",file_access,Financial_Report.xlsx,True,False
user_038,2025-07-13 10:32:53.800662,172.20.0.133,"Sydney, Australia",email_send,,True,False
user_029,2025-07-13 10:33:09.800662,192.168.1.124,"New York, USA",email_send,,True,False
user_009,2025-07-13 10:34:18.800662,10.1.1.126,"Mumbai, India",file_access,Budget_2025.xlsx,True,False
user_039,2025-07-13 10:34:51.800662,10.1.1.68,"Mumbai, India",login,,True,False
user_045,2025-07-13 10:35:34.800662,172.20.0.176,"Sydney, Australia",email_send,,True,False
user_021,2025-07-13 10:35:58.800662,172.20.0.6,"Sydney, Australia",email_send,,True,False
user_019,2025-07-13 10:37:08.800662,172.20.0.224,"Sydney, Australia",logout,,True,False
user_029,2025-07-13 10:37:52.800662,192.168.1.46,"New York, USA",email_send,,True,False
user_030,2025-07-13 10:39:00.800662,192.168.1.129,"New York, USA",login,,True,False
user_033,2025-07-13 10:39:09.800662,192.168.1.223,"New York, USA",email_send,,True,False
user_048,2025-07-13 10:39:42.800662,10.0.0.202,"London, UK",email_send,,True,False
user_038,2025-07-13 10:42:08.800662,172.20.0.68,"Sydney, Australia",login,,False,False
user_005,2025-07-13 10:42:15.800662,10.1.1.221,"Mumbai, India",login,,True,False
user_018,2025-07-13 10:42:17.800662,172.16.0.17,"Berlin, Germany",login,,True,False
user_021,2025-07-13 10:42:24.800662,172.20.0.192,"Sydney, Australia",login,,True,False
user_029,2025-07-13 10:42:41.800662,192.168.1.66,"New York, USA",email_send,,True,False
user_037,2025-07-13 10:44:21.800662,172.20.0.80,"Sydney, Australia",email_send,,True,False
user_001,2025-07-13 10:44:38.800662,10.0.0.59,"London, UK",login,,False,False
user_028,2025-07-13 10:44:45.800662,10.1.1.136,"Mumbai, India",logout,,True,False
user_003,2025-07-13 10:45:29.800662,192.168.2.109,"Tokyo, Japan",file_access,Client_List.csv,True,False
user_023,2025-07-13 10:46:54.800662,192.168.1.205,"New York, USA",email_send,,True,False
user_007,2025-07-13 10:47:56.800662,192.168.2.102,"Tokyo, Japan",logout,,True,False
user_021,2025-07-13 10:48:15.800662,172.20.0.96,"Sydney, Australia",email_send,,True,False
user_006,2025-07-13 10:48:32.800662,192.168.1.125,"New York, USA",login,,False,False
user_022,2025-07-13 10:48:34.800662,172.20.0.34,"Sydney, Australia",file_access,HR_Policies.pdf,True,False
user_016,2025-07-13 10:49:28.800662,10.0.0.22,"London, UK",file_access,Budget_2025.xlsx,True,False
user_029,2025-07-13 10:50:45.800662,192.168.1.182,"New York, USA",logout,,True,False
user_031,2025-07-13 10:51:06.800662,10.0.0.105,"London, UK",login,,True,False
user_028,2025-07-13 10:51:13.800662,10.1.1.234,"Mumbai, India",logout,,True,False
user_022,2025-07-13 10:52:28.800662,172.20.0.225,"Sydney, Australia",email_send,,True,False
user_035,2025-07-13 10:52:35.800662,192.168.1.83,"New York, USA",file_access,Financial_Report.xlsx,True,False
user_032,2025-07-13 10:52:41.800662,192.168.1.200,"New York, USA",email_send,,True,False
user_003,2025-07-13 10:53:26.800662,192.168.2.129,"Tokyo, Japan",file_access,Financial_Report.xlsx,True,False
user_019,2025-07-13 10:53:38.800662,172.20.0.171,"Sydney, Australia",file_access,Financial_Report.xlsx,True,False
user_039,2025-07-13 10:54:12.800662,10.1.1.91,"Mumbai, India",email_send,,True,False
user_026,2025-07-13 10:54:24.800662,172.16.0.123,"Berlin, Germany",file_access,Financial_Report.xlsx,True,False
user_021,2025-07-13 10:54:39.800662,172.20.0.170,"Sydney, Australia",file_access,Client_List.csv,True,False
user_018,2025-07-13 10:57:09.800662,172.16.0.137,"Berlin, Germany",logout,,True,False
user_023,2025-07-13 10:57:48.800662,192.168.1.143,"New York, USA",file_access,Client_List.csv,True,False
user_004,2025-07-13 10:58:32.800662,192.168.2.206,"Tokyo, Japan",file_access,Client_List.csv,True,False
user_040,2025-07-13 10:59:25.800662,10.0.0.168,"London, UK",logout,,True,False
user_034,2025-07-13 10:59:50.800662,192.168.1.190,"New York, USA",file_access,Project_Plan.docx,True,False
user_017,2025-07-13 11:00:04.800662,172.16.0.80,"Berlin, Germany",logout,,True,False
user_033,2025-07-13 11:00:12.800662,192.168.1.112,"New York, USA",email_send,,True,False
user_010,2025-07-13 11:01:47.800662,192.168.2.100,"Tokyo, Japan",email_send,,True,False
user_027,2025-07-13 11:04:23.800662,10.1.1.123,"Mumbai, India",email_send,,True,False
user_029,2025-07-13 11:04:35.800662,192.168.1.24,"New York, USA",email_send,,True,False
user_022,2025-07-13 11:06:03.800662,172.20.0.130,"Sydney, Australia",logout,,True,False
user_006,2025-07-13 11:06:50.800662,192.168.1.11,"New York, USA",file_access,Project_Plan.docx,True,False
user_033,2025-07-13 11:06:54.800662,192.168.1.95,"New York, USA",logout,,True,False
user_039,2025-07-13 11:08:11.800662,10.1.1.88,"Mumbai, India",file_access,HR_Policies.pdf,True,False
user_046,2025-07-13 11:08:22.800662,192.168.2.34,"Tokyo, Japan",email_send,,True,False
user_005,2025-07-13 11:08:27.800662,10.1.1.48,"Mumbai, India",logout,,True,False
user_020,2025-07-13 11:08:41.800662,192.168.2.134,"Tokyo, Japan",file_access,Financial_Report.xlsx,True,False
user_037,2025-07-13 11:10:00.800662,172.20.0.110,"Sydney, Australia",login,,True,False
user_041,2025-07-13 11:10:11.800662,172.20.0.101,"Sydney, Australia",email_send,,True,False
